Country,Region,Date,Brand,Metric,Value,Grouping
SWE,all,2020-08-31,BestInsurance,Consideration,27.1,all
SWE,all,2020-08-31,CoolInsurance,Consideration,32.75,all
SWE,all,2020-08-31,AwesomeInsurance,Penetration,31.83,all
SWE,all,2020-08-31,BestInsurance,Penetration,35.21,all
SWE,all,2020-08-31,CoolInsurance,Penetration,34.75,all
SWE,all,2020-08-31,AwesomeInsurance,Purchase Intent,20.54,all
SWE,all,2020-08-31,AwesomeInsurance,Buzz,36.51,all
SWE,all,2020-08-31,AwesomeInsurance,Wom,26.04,all
SWE,all,2020-08-31,AwesomeInsurance,Recommendation,40.95,all
SWE,all,2020-08-31,AwesomeInsurance,Satisfaction,12.58,all
SWE,all,2020-08-31,CoolInsurance,Satisfaction,10.18,all
SWE,all,2020-08-31,AwesomeInsurance,Likability,35.14,all
SWE,all,2020-08-31,AwesomeInsurance,Quality,79.2,all
SWE,all,2020-08-31,CoolInsurance,Quality,89.12,all
SWE,all,2020-08-31,AwesomeInsurance,Impression,11.84,all
SWE,all,2020-08-31,CoolInsurance,Impression,11.93,all
SWE,all,2020-09-07,AwesomeInsurance,Unaided Awareness,52.48,all
SWE,all,2020-09-07,CoolInsurance,Unaided Awareness,66.61,all
SWE,all,2020-09-07,AwesomeInsurance,Aided Awareness,71.45,all
SWE,all,2020-09-07,CoolInsurance,Aided Awareness,77.77,all
SWE,all,2020-09-07,AwesomeInsurance,Consideration,31.36,all
SWE,all,2020-09-07,BestInsurance,Consideration,32.67,all
SWE,all,2020-09-07,CoolInsurance,Consideration,31.65,all
SWE,all,2020-09-07,AwesomeInsurance,Penetration,32.37,all
SWE,all,2020-09-07,BestInsurance,Penetration,35.05,all
SWE,all,2020-09-07,CoolInsurance,Penetration,34.39,all
SWE,all,2020-09-07,AwesomeInsurance,Purchase Intent,21.98,all
SWE,all,2020-09-07,AwesomeInsurance,Buzz,33.51,all
SWE,all,2020-09-07,AwesomeInsurance,Wom,21.0,all
SWE,all,2020-09-07,AwesomeInsurance,Recommendation,44.22,all
SWE,all,2020-09-07,AwesomeInsurance,Satisfaction,11.77,all
SWE,all,2020-09-07,CoolInsurance,Satisfaction,12.37,all
SWE,all,2020-09-07,AwesomeInsurance,Likability,35.86,all
SWE,all,2020-09-07,AwesomeInsurance,Quality,91.98,all
SWE,all,2020-09-07,CoolInsurance,Quality,93.26,all
SWE,all,2020-09-07,AwesomeInsurance,Impression,11.09,all
SWE,all,2020-09-07,CoolInsurance,Impression,11.97,all
SWE,all,2020-09-14,AwesomeInsurance,Unaided Awareness,55.76,all
SWE,all,2020-09-14,CoolInsurance,Unaided Awareness,62.78,all
SWE,all,2020-09-14,AwesomeInsurance,Aided Awareness,88.72,all
SWE,all,2020-09-14,CoolInsurance,Aided Awareness,75.98,all
SWE,all,2020-09-14,AwesomeInsurance,Consideration,27.36,all
SWE,all,2020-09-14,BestInsurance,Consideration,25.43,all
SWE,all,2020-09-14,CoolInsurance,Consideration,29.24,all
SWE,all,2020-09-14,AwesomeInsurance,Penetration,30.28,all
SWE,all,2020-09-14,BestInsurance,Penetration,31.15,all
SWE,all,2020-09-14,CoolInsurance,Penetration,37.78,all
SWE,all,2020-09-14,AwesomeInsurance,Purchase Intent,18.87,all
SWE,all,2020-09-14,AwesomeInsurance,Buzz,34.3,all
SWE,all,2020-09-14,AwesomeInsurance,Wom,20.15,all
SWE,all,2020-09-14,AwesomeInsurance,Recommendation,44.12,all
SWE,all,2020-09-14,AwesomeInsurance,Satisfaction,12.71,all
SWE,all,2020-09-14,CoolInsurance,Satisfaction,13.05,all
SWE,all,2020-09-14,AwesomeInsurance,Likability,38.59,all
SWE,all,2020-09-14,AwesomeInsurance,Quality,72.41,all
SWE,all,2020-09-14,CoolInsurance,Quality,87.21,all
SWE,all,2020-09-14,AwesomeInsurance,Impression,12.98,all
SWE,all,2020-09-14,CoolInsurance,Impression,11.01,all
SWE,all,2020-09-21,AwesomeInsurance,Unaided Awareness,54.3,all
SWE,all,2020-09-21,CoolInsurance,Unaided Awareness,51.08,all
SWE,all,2020-09-21,AwesomeInsurance,Aided Awareness,74.93,all
SWE,all,2020-09-21,CoolInsurance,Aided Awareness,70.66,all
SWE,all,2020-09-21,AwesomeInsurance,Consideration,25.27,all
SWE,all,2020-09-21,BestInsurance,Consideration,26.38,all
SWE,all,2020-09-21,CoolInsurance,Consideration,28.96,all
SWE,all,2020-09-21,AwesomeInsurance,Penetration,30.42,all
SWE,all,2020-09-21,BestInsurance,Penetration,32.45,all
SWE,all,2020-09-21,CoolInsurance,Penetration,39.04,all
SWE,all,2020-09-21,AwesomeInsurance,Purchase Intent,21.73,all
SWE,all,2020-09-21,AwesomeInsurance,Buzz,39.08,all
SWE,all,2020-09-21,AwesomeInsurance,Wom,25.5,all
SWE,all,2020-09-21,AwesomeInsurance,Recommendation,46.71,all
SWE,all,2020-09-21,AwesomeInsurance,Satisfaction,11.89,all
SWE,all,2020-09-21,CoolInsurance,Satisfaction,11.8,all
SWE,all,2020-09-21,AwesomeInsurance,Likability,30.29,all
SWE,all,2020-09-21,AwesomeInsurance,Quality,85.84,all
SWE,all,2020-09-21,CoolInsurance,Quality,70.15,all
SWE,all,2020-09-21,AwesomeInsurance,Impression,13.31,all
SWE,all,2020-09-21,CoolInsurance,Impression,12.1,all
SWE,all,2020-09-28,AwesomeInsurance,Unaided Awareness,65.72,all
SWE,all,2020-09-28,CoolInsurance,Unaided Awareness,56.26,all
SWE,all,2020-09-28,AwesomeInsurance,Aided Awareness,88.93,all
SWE,all,2020-09-28,CoolInsurance,Aided Awareness,79.05,all
SWE,all,2020-09-28,AwesomeInsurance,Consideration,31.1,all
SWE,all,2020-09-28,BestInsurance,Consideration,27.78,all
SWE,all,2020-09-28,CoolInsurance,Consideration,25.14,all
SWE,all,2020-09-28,AwesomeInsurance,Penetration,33.57,all
SWE,all,2020-09-28,BestInsurance,Penetration,35.64,all
SWE,all,2020-09-28,CoolInsurance,Penetration,34.79,all
SWE,all,2020-09-28,AwesomeInsurance,Purchase Intent,19.06,all
SWE,all,2020-09-28,AwesomeInsurance,Buzz,32.93,all
SWE,all,2020-09-28,AwesomeInsurance,Wom,24.85,all
SWE,all,2020-09-28,AwesomeInsurance,Recommendation,42.06,all
SWE,all,2020-09-28,AwesomeInsurance,Satisfaction,11.89,all
SWE,all,2020-09-28,CoolInsurance,Satisfaction,11.87,all
SWE,all,2020-09-28,AwesomeInsurance,Likability,33.8,all
SWE,all,2020-09-28,AwesomeInsurance,Quality,86.24,all
SWE,all,2020-09-28,CoolInsurance,Quality,81.5,all
SWE,all,2020-09-28,AwesomeInsurance,Impression,10.16,all
SWE,all,2020-09-28,CoolInsurance,Impression,10.89,all
SWE,all,2020-10-05,AwesomeInsurance,Unaided Awareness,51.53,all
SWE,all,2020-10-05,CoolInsurance,Unaided Awareness,60.26,all
SWE,all,2020-10-05,AwesomeInsurance,Aided Awareness,74.72,all
SWE,all,2020-10-05,CoolInsurance,Aided Awareness,70.76,all
SWE,all,2020-10-05,AwesomeInsurance,Consideration,32.12,all
SWE,all,2020-10-05,BestInsurance,Consideration,25.93,all
SWE,all,2020-10-05,CoolInsurance,Consideration,29.72,all
SWE,all,2020-10-05,AwesomeInsurance,Penetration,31.06,all
SWE,all,2020-10-05,BestInsurance,Penetration,38.55,all
SWE,all,2020-10-05,CoolInsurance,Penetration,37.14,all
SWE,all,2020-10-05,AwesomeInsurance,Purchase Intent,21.02,all
SWE,all,2020-10-05,AwesomeInsurance,Buzz,39.83,all
SWE,all,2020-10-05,AwesomeInsurance,Wom,26.38,all
SWE,all,2020-10-05,AwesomeInsurance,Recommendation,47.02,all
SWE,all,2020-10-05,AwesomeInsurance,Satisfaction,11.37,all
SWE,all,2020-10-05,CoolInsurance,Satisfaction,10.97,all
SWE,all,2020-10-05,AwesomeInsurance,Likability,35.05,all
SWE,all,2020-10-05,AwesomeInsurance,Quality,74.79,all
SWE,all,2020-10-05,CoolInsurance,Quality,82.92,all
SWE,all,2020-10-05,AwesomeInsurance,Impression,10.14,all
SWE,all,2020-10-05,CoolInsurance,Impression,10.54,all
SWE,all,2020-10-12,AwesomeInsurance,Unaided Awareness,64.56,all
SWE,all,2020-10-12,CoolInsurance,Unaided Awareness,57.28,all
SWE,all,2020-10-12,AwesomeInsurance,Aided Awareness,77.96,all
SWE,all,2020-10-12,CoolInsurance,Aided Awareness,93.0,all
SWE,all,2020-10-12,AwesomeInsurance,Consideration,25.25,all
SWE,all,2020-10-12,BestInsurance,Consideration,28.48,all
SWE,all,2020-10-12,CoolInsurance,Consideration,28.7,all
SWE,all,2020-10-12,AwesomeInsurance,Penetration,34.71,all
SWE,all,2020-10-12,BestInsurance,Penetration,33.75,all
SWE,all,2020-10-12,CoolInsurance,Penetration,31.67,all
SWE,all,2020-10-12,AwesomeInsurance,Purchase Intent,17.54,all
SWE,all,2020-10-12,AwesomeInsurance,Buzz,30.37,all
SWE,all,2020-10-12,AwesomeInsurance,Wom,24.98,all
SWE,all,2020-10-12,AwesomeInsurance,Recommendation,52.49,all
SWE,all,2020-10-12,AwesomeInsurance,Satisfaction,11.55,all
SWE,all,2020-10-12,CoolInsurance,Satisfaction,11.57,all
SWE,all,2020-10-12,AwesomeInsurance,Likability,33.35,all
SWE,all,2020-10-12,AwesomeInsurance,Quality,85.97,all
SWE,all,2020-10-12,CoolInsurance,Quality,85.13,all
SWE,all,2020-10-12,AwesomeInsurance,Impression,12.93,all
SWE,all,2020-10-12,CoolInsurance,Impression,12.67,all
SWE,all,2020-10-19,AwesomeInsurance,Unaided Awareness,64.15,all
SWE,all,2020-10-19,CoolInsurance,Unaided Awareness,51.08,all
SWE,all,2020-10-19,AwesomeInsurance,Aided Awareness,71.65,all
SWE,all,2020-10-19,CoolInsurance,Aided Awareness,89.18,all
SWE,all,2020-10-19,AwesomeInsurance,Consideration,33.02,all
SWE,all,2020-10-19,BestInsurance,Consideration,28.73,all
SWE,all,2020-10-19,CoolInsurance,Consideration,29.09,all
SWE,all,2020-10-19,AwesomeInsurance,Penetration,32.94,all
SWE,all,2020-10-19,BestInsurance,Penetration,32.03,all
SWE,all,2020-10-19,CoolInsurance,Penetration,30.82,all
SWE,all,2020-10-19,AwesomeInsurance,Purchase Intent,21.98,all
SWE,all,2020-10-19,AwesomeInsurance,Buzz,37.13,all
SWE,all,2020-10-19,AwesomeInsurance,Wom,21.18,all
SWE,all,2020-10-19,AwesomeInsurance,Recommendation,49.51,all
SWE,all,2020-10-19,AwesomeInsurance,Satisfaction,10.76,all
SWE,all,2020-10-19,CoolInsurance,Satisfaction,12.39,all
SWE,all,2020-10-19,AwesomeInsurance,Likability,31.46,all
SWE,all,2020-10-19,AwesomeInsurance,Quality,89.12,all
SWE,all,2020-10-19,CoolInsurance,Quality,79.18,all
SWE,all,2020-10-19,AwesomeInsurance,Impression,11.59,all
SWE,all,2020-10-19,CoolInsurance,Impression,11.2,all
SWE,all,2020-10-26,AwesomeInsurance,Unaided Awareness,57.62,all
SWE,all,2020-10-26,CoolInsurance,Unaided Awareness,53.74,all
SWE,all,2020-10-26,AwesomeInsurance,Aided Awareness,70.08,all
SWE,all,2020-10-26,CoolInsurance,Aided Awareness,81.31,all
SWE,all,2020-10-26,AwesomeInsurance,Consideration,26.48,all
SWE,all,2020-10-26,BestInsurance,Consideration,33.26,all
SWE,all,2020-10-26,CoolInsurance,Consideration,32.24,all
SWE,all,2020-10-26,AwesomeInsurance,Penetration,35.76,all
SWE,all,2020-10-26,BestInsurance,Penetration,34.75,all
SWE,all,2020-10-26,CoolInsurance,Penetration,34.33,all
SWE,all,2020-10-26,AwesomeInsurance,Purchase Intent,17.89,all
SWE,all,2020-10-26,AwesomeInsurance,Buzz,32.72,all
SWE,all,2020-10-26,AwesomeInsurance,Wom,23.54,all
SWE,all,2020-10-26,AwesomeInsurance,Recommendation,51.42,all
SWE,all,2020-10-26,AwesomeInsurance,Satisfaction,10.76,all
SWE,all,2020-10-26,CoolInsurance,Satisfaction,10.71,all
SWE,all,2020-10-26,AwesomeInsurance,Likability,32.12,all
SWE,all,2020-10-26,AwesomeInsurance,Quality,87.14,all
SWE,all,2020-10-26,CoolInsurance,Quality,76.76,all
SWE,all,2020-10-26,AwesomeInsurance,Impression,11.35,all
SWE,all,2020-10-26,CoolInsurance,Impression,10.42,all
SWE,all,2020-11-02,AwesomeInsurance,Unaided Awareness,55.91,all
SWE,all,2020-11-02,CoolInsurance,Unaided Awareness,62.56,all
SWE,all,2020-11-02,AwesomeInsurance,Aided Awareness,85.95,all
SWE,all,2020-11-02,CoolInsurance,Aided Awareness,72.5,all
SWE,all,2020-11-02,AwesomeInsurance,Consideration,29.3,all
SWE,all,2020-11-02,BestInsurance,Consideration,30.86,all
SWE,all,2020-11-02,CoolInsurance,Consideration,31.47,all
SWE,all,2020-11-02,AwesomeInsurance,Penetration,39.32,all
SWE,all,2020-11-02,BestInsurance,Penetration,36.24,all
SWE,all,2020-11-02,CoolInsurance,Penetration,32.57,all
SWE,all,2020-11-02,AwesomeInsurance,Purchase Intent,20.07,all
SWE,all,2020-11-02,AwesomeInsurance,Buzz,31.87,all
SWE,all,2020-11-02,AwesomeInsurance,Wom,24.65,all
SWE,all,2020-11-02,AwesomeInsurance,Recommendation,41.33,all
SWE,all,2020-11-02,AwesomeInsurance,Satisfaction,12.38,all
SWE,all,2020-11-02,CoolInsurance,Satisfaction,11.83,all
SWE,all,2020-11-02,AwesomeInsurance,Likability,32.38,all
SWE,all,2020-11-02,AwesomeInsurance,Quality,75.11,all
SWE,all,2020-11-02,CoolInsurance,Quality,70.57,all
SWE,all,2020-11-02,AwesomeInsurance,Impression,12.3,all
SWE,all,2020-11-02,CoolInsurance,Impression,11.5,all
UKR,all,2018-01-08,AwesomeInsurance,Unaided Awareness,57.74,all
UKR,all,2018-01-08,CoolInsurance,Unaided Awareness,55.96,all
UKR,all,2018-01-08,AwesomeInsurance,Aided Awareness,71.89,all
UKR,all,2018-01-08,AwesomeInsurance,Consideration,27.78,all
UKR,all,2018-01-08,CoolInsurance,Consideration,28.28,all
UKR,all,2018-01-08,CoolInsurance,Penetration,30.5,all
UKR,all,2018-01-08,AwesomeInsurance,Purchase Intent,18.33,all
UKR,all,2018-01-08,BestInsurance,Buzz,36.0,all
UKR,all,2018-01-08,AwesomeInsurance,Wom,25.27,all
UKR,all,2018-01-08,CoolInsurance,Recommendation,45.73,all
UKR,all,2018-01-08,AwesomeInsurance,Satisfaction,10.34,all
UKR,all,2018-01-08,AwesomeInsurance,Likability,32.49,all
UKR,all,2018-01-08,CoolInsurance,Quality,82.47,all
UKR,all,2018-01-08,AwesomeInsurance,Quality,74.67,all
UKR,all,2018-01-08,BestInsurance,Impression,13.29,all
UKR,all,2018-01-08,AwesomeInsurance,Impression,11.06,all
UKR,all,2018-01-15,CoolInsurance,Unaided Awareness,53.2,all
UKR,all,2018-01-15,AwesomeInsurance,Unaided Awareness,65.09,all
UKR,all,2018-01-15,AwesomeInsurance,Aided Awareness,91.97,all
UKR,all,2018-01-15,CoolInsurance,Aided Awareness,91.02,all
UKR,all,2018-01-15,AwesomeInsurance,Consideration,32.93,all
UKR,all,2018-01-15,CoolInsurance,Consideration,30.33,all
UKR,all,2018-01-15,AwesomeInsurance,Penetration,36.29,all
UKR,all,2018-01-15,CoolInsurance,Penetration,33.76,all
UKR,all,2018-01-15,AwesomeInsurance,Purchase Intent,21.67,all
UKR,all,2018-01-15,CoolInsurance,Buzz,30.72,all
UKR,all,2018-01-15,AwesomeInsurance,Wom,22.82,all
UKR,all,2018-01-15,CoolInsurance,Recommendation,48.95,all
UKR,all,2018-01-15,AwesomeInsurance,Satisfaction,10.32,all
UKR,all,2018-01-15,BestInsurance,Satisfaction,12.75,all
UKR,all,2018-01-15,CoolInsurance,Likability,34.85,all
UKR,all,2018-01-15,AwesomeInsurance,Quality,71.59,all
UKR,all,2018-01-15,CoolInsurance,Quality,80.52,all
UKR,all,2018-01-15,CoolInsurance,Impression,13.19,all
UKR,all,2018-01-22,CoolInsurance,Unaided Awareness,62.18,all
UKR,all,2018-01-22,AwesomeInsurance,Unaided Awareness,64.07,all
UKR,all,2018-01-22,AwesomeInsurance,Aided Awareness,81.91,all
UKR,all,2018-01-22,CoolInsurance,Consideration,30.38,all
UKR,all,2018-01-22,AwesomeInsurance,Consideration,31.16,all
UKR,all,2018-01-22,CoolInsurance,Penetration,33.81,all
UKR,all,2018-01-22,AwesomeInsurance,Penetration,35.57,all
UKR,all,2018-01-22,AwesomeInsurance,Purchase Intent,21.9,all
UKR,all,2018-01-22,AwesomeInsurance,Buzz,37.95,all
UKR,all,2018-01-22,AwesomeInsurance,Wom,23.2,all
UKR,all,2018-01-22,CoolInsurance,Recommendation,49.71,all
UKR,all,2018-01-22,CoolInsurance,Satisfaction,13.32,all
UKR,all,2018-01-22,AwesomeInsurance,Satisfaction,13.11,all
UKR,all,2018-01-22,CoolInsurance,Likability,36.09,all
UKR,all,2018-01-22,BestInsurance,Quality,81.11,all
UKR,all,2018-01-22,BestInsurance,Impression,12.11,all
UKR,all,2018-01-29,CoolInsurance,Unaided Awareness,60.02,all
UKR,all,2018-01-29,AwesomeInsurance,Unaided Awareness,55.2,all
UKR,all,2018-01-29,AwesomeInsurance,Aided Awareness,74.14,all
UKR,all,2018-01-29,AwesomeInsurance,Consideration,30.62,all
UKR,all,2018-01-29,AwesomeInsurance,Penetration,30.22,all
UKR,all,2018-01-29,CoolInsurance,Penetration,37.02,all
UKR,all,2018-01-29,AwesomeInsurance,Purchase Intent,21.28,all
UKR,all,2018-01-29,CoolInsurance,Buzz,30.53,all
UKR,all,2018-01-29,CoolInsurance,Wom,23.22,all
UKR,all,2018-01-29,AwesomeInsurance,Recommendation,52.08,all
UKR,all,2018-01-29,CoolInsurance,Satisfaction,12.2,all
UKR,all,2018-01-29,AwesomeInsurance,Satisfaction,12.32,all
UKR,all,2018-01-29,CoolInsurance,Likability,37.77,all
UKR,all,2018-01-29,AwesomeInsurance,Quality,81.57,all
UKR,all,2018-01-29,AwesomeInsurance,Impression,10.06,all
UKR,all,2018-01-29,CoolInsurance,Impression,11.16,all
UKR,all,2018-02-05,AwesomeInsurance,Unaided Awareness,51.7,all
UKR,all,2018-02-05,BestInsurance,Aided Awareness,73.71,all
UKR,all,2018-02-05,AwesomeInsurance,Aided Awareness,80.8,all
UKR,all,2018-02-05,CoolInsurance,Consideration,27.75,all
UKR,all,2018-02-05,AwesomeInsurance,Consideration,25.38,all
UKR,all,2018-02-05,CoolInsurance,Penetration,31.24,all
UKR,all,2018-02-05,BestInsurance,Penetration,30.58,all
UKR,all,2018-02-05,CoolInsurance,Purchase Intent,19.27,all
UKR,all,2018-02-05,AwesomeInsurance,Buzz,32.93,all
UKR,all,2018-02-05,AwesomeInsurance,Wom,24.95,all
UKR,all,2018-02-05,CoolInsurance,Recommendation,51.87,all
UKR,all,2018-02-05,CoolInsurance,Satisfaction,10.13,all
UKR,all,2018-02-05,AwesomeInsurance,Satisfaction,12.07,all
UKR,all,2018-02-05,AwesomeInsurance,Likability,32.27,all
UKR,all,2018-02-05,BestInsurance,Quality,91.01,all
UKR,all,2018-02-05,AwesomeInsurance,Impression,12.01,all
UKR,all,2018-02-12,CoolInsurance,Unaided Awareness,57.21,all
UKR,all,2018-02-12,AwesomeInsurance,Unaided Awareness,62.46,all
UKR,all,2018-02-12,AwesomeInsurance,Aided Awareness,88.14,all
UKR,all,2018-02-12,BestInsurance,Consideration,28.86,all
UKR,all,2018-02-12,CoolInsurance,Consideration,32.75,all
UKR,all,2018-02-12,CoolInsurance,Penetration,39.45,all
UKR,all,2018-02-12,AwesomeInsurance,Penetration,31.28,all
UKR,all,2018-02-12,BestInsurance,Penetration,33.7,all
UKR,all,2018-02-12,AwesomeInsurance,Purchase Intent,20.29,all
UKR,all,2018-02-12,CoolInsurance,Buzz,31.49,all
UKR,all,2018-02-12,CoolInsurance,Wom,20.21,all
UKR,all,2018-02-12,AwesomeInsurance,Recommendation,49.26,all
UKR,all,2018-02-12,AwesomeInsurance,Satisfaction,13.01,all
UKR,all,2018-02-12,AwesomeInsurance,Likability,30.86,all
UKR,all,2018-02-12,CoolInsurance,Quality,84.15,all
UKR,all,2018-02-12,CoolInsurance,Impression,10.81,all
UKR,all,2018-02-19,CoolInsurance,Unaided Awareness,58.27,all
UKR,all,2018-02-19,AwesomeInsurance,Unaided Awareness,60.35,all
UKR,all,2018-02-19,BestInsurance,Aided Awareness,78.2,all
UKR,all,2018-02-19,AwesomeInsurance,Aided Awareness,89.39,all
UKR,all,2018-02-19,BestInsurance,Consideration,32.71,all
UKR,all,2018-02-19,CoolInsurance,Consideration,30.61,all
UKR,all,2018-02-19,CoolInsurance,Penetration,34.18,all
UKR,all,2018-02-19,AwesomeInsurance,Penetration,39.65,all
UKR,all,2018-02-19,AwesomeInsurance,Purchase Intent,17.49,all
UKR,all,2018-02-19,CoolInsurance,Buzz,39.81,all
UKR,all,2018-02-19,AwesomeInsurance,Wom,25.19,all
UKR,all,2018-02-19,CoolInsurance,Recommendation,51.1,all
UKR,all,2018-02-19,CoolInsurance,Satisfaction,11.95,all
UKR,all,2018-02-19,AwesomeInsurance,Likability,30.85,all
UKR,all,2018-02-19,CoolInsurance,Quality,89.66,all
UKR,all,2018-02-19,AwesomeInsurance,Impression,12.05,all
UKR,all,2018-02-26,BestInsurance,Unaided Awareness,64.63,all
UKR,all,2018-02-26,AwesomeInsurance,Aided Awareness,89.4,all
UKR,all,2018-02-26,CoolInsurance,Consideration,32.49,all
UKR,all,2018-02-26,AwesomeInsurance,Consideration,25.13,all
UKR,all,2018-02-26,AwesomeInsurance,Penetration,35.92,all
UKR,all,2018-02-26,CoolInsurance,Penetration,35.74,all
UKR,all,2018-02-26,CoolInsurance,Purchase Intent,20.58,all
UKR,all,2018-02-26,AwesomeInsurance,Buzz,31.6,all
UKR,all,2018-02-26,AwesomeInsurance,Wom,23.97,all
UKR,all,2018-02-26,AwesomeInsurance,Recommendation,49.39,all
UKR,all,2018-02-26,CoolInsurance,Satisfaction,10.32,all
UKR,all,2018-02-26,BestInsurance,Likability,34.56,all
UKR,all,2018-02-26,AwesomeInsurance,Quality,75.53,all
UKR,all,2018-02-26,AwesomeInsurance,Impression,10.44,all
UKR,all,2018-03-05,AwesomeInsurance,Unaided Awareness,54.24,all
UKR,all,2018-03-05,CoolInsurance,Aided Awareness,76.4,all
UKR,all,2018-03-05,BestInsurance,Aided Awareness,87.07,all
UKR,all,2018-03-05,AwesomeInsurance,Consideration,27.4,all
UKR,all,2018-03-05,CoolInsurance,Penetration,33.78,all
UKR,all,2018-03-05,AwesomeInsurance,Penetration,38.81,all
UKR,all,2018-03-05,AwesomeInsurance,Purchase Intent,21.32,all
UKR,all,2018-03-05,BestInsurance,Buzz,36.03,all
UKR,all,2018-03-05,AwesomeInsurance,Wom,20.87,all
UKR,all,2018-03-05,CoolInsurance,Recommendation,51.67,all
UKR,all,2018-03-05,AwesomeInsurance,Satisfaction,12.29,all
UKR,all,2018-03-05,CoolInsurance,Satisfaction,11.67,all
UKR,all,2018-03-05,CoolInsurance,Likability,39.54,all
UKR,all,2018-03-05,AwesomeInsurance,Quality,76.67,all
UKR,all,2018-03-05,AwesomeInsurance,Impression,10.38,all
UKR,all,2018-03-05,CoolInsurance,Impression,11.42,all
UKR,all,2018-03-12,AwesomeInsurance,Unaided Awareness,56.87,all
UKR,all,2018-03-12,BestInsurance,Aided Awareness,85.4,all
UKR,all,2018-03-12,CoolInsurance,Consideration,31.73,all
UKR,all,2018-03-12,AwesomeInsurance,Consideration,25.33,all
UKR,all,2018-03-12,CoolInsurance,Penetration,30.29,all
UKR,all,2018-03-12,AwesomeInsurance,Penetration,31.12,all
UKR,all,2018-03-12,CoolInsurance,Purchase Intent,17.29,all
UKR,all,2018-03-12,AwesomeInsurance,Buzz,36.53,all
UKR,all,2018-03-12,CoolInsurance,Wom,21.8,all
UKR,all,2018-03-12,AwesomeInsurance,Recommendation,50.86,all
UKR,all,2018-03-12,CoolInsurance,Satisfaction,12.17,all
UKR,all,2018-03-12,CoolInsurance,Likability,39.05,all
UKR,all,2018-03-12,BestInsurance,Quality,80.05,all
UKR,all,2018-03-12,CoolInsurance,Quality,73.67,all
UKR,all,2018-03-12,CoolInsurance,Impression,10.37,all
UKR,all,2018-03-12,AwesomeInsurance,Impression,10.16,all
UKR,all,2018-03-19,AwesomeInsurance,Unaided Awareness,50.07,all
UKR,all,2018-03-19,CoolInsurance,Unaided Awareness,60.11,all
UKR,all,2018-03-19,CoolInsurance,Aided Awareness,72.44,all
UKR,all,2018-03-19,AwesomeInsurance,Consideration,30.47,all
UKR,all,2018-03-19,AwesomeInsurance,Penetration,31.43,all
UKR,all,2018-03-19,AwesomeInsurance,Purchase Intent,19.01,all
UKR,all,2018-03-19,AwesomeInsurance,Buzz,32.86,all
UKR,all,2018-03-19,AwesomeInsurance,Wom,21.23,all
UKR,all,2018-03-19,CoolInsurance,Recommendation,52.89,all
UKR,all,2018-03-19,CoolInsurance,Satisfaction,12.18,all
UKR,all,2018-03-19,BestInsurance,Satisfaction,10.85,all
UKR,all,2018-03-19,CoolInsurance,Likability,36.15,all
UKR,all,2018-03-19,AwesomeInsurance,Quality,92.48,all
UKR,all,2018-03-19,CoolInsurance,Quality,72.85,all
UKR,all,2018-03-19,CoolInsurance,Impression,11.83,all
UKR,all,2018-03-19,AwesomeInsurance,Impression,11.89,all
UKR,all,2018-03-26,AwesomeInsurance,Unaided Awareness,50.83,all
UKR,all,2018-03-26,CoolInsurance,Unaided Awareness,55.29,all
UKR,all,2018-03-26,AwesomeInsurance,Aided Awareness,89.05,all
UKR,all,2018-03-26,CoolInsurance,Aided Awareness,71.52,all
UKR,all,2018-03-26,AwesomeInsurance,Consideration,33.13,all
UKR,all,2018-03-26,CoolInsurance,Consideration,32.63,all
UKR,all,2018-03-26,CoolInsurance,Penetration,31.15,all
UKR,all,2018-03-26,AwesomeInsurance,Penetration,32.67,all
UKR,all,2018-03-26,AwesomeInsurance,Purchase Intent,19.74,all
UKR,all,2018-03-26,AwesomeInsurance,Buzz,35.98,all
UKR,all,2018-03-26,AwesomeInsurance,Wom,26.32,all
UKR,all,2018-03-26,AwesomeInsurance,Recommendation,45.96,all
UKR,all,2018-03-26,AwesomeInsurance,Satisfaction,11.14,all
UKR,all,2018-03-26,CoolInsurance,Likability,37.51,all
UKR,all,2018-03-26,AwesomeInsurance,Quality,82.49,all
UKR,all,2018-03-26,CoolInsurance,Impression,11.67,all
UKR,all,2018-04-02,AwesomeInsurance,Unaided Awareness,55.47,all
UKR,all,2018-04-02,CoolInsurance,Unaided Awareness,61.12,all
UKR,all,2018-04-02,AwesomeInsurance,Aided Awareness,88.12,all
UKR,all,2018-04-02,CoolInsurance,Aided Awareness,79.38,all
UKR,all,2018-04-02,CoolInsurance,Consideration,31.87,all
UKR,all,2018-04-02,AwesomeInsurance,Consideration,25.45,all
UKR,all,2018-04-02,AwesomeInsurance,Penetration,35.4,all
UKR,all,2018-04-02,AwesomeInsurance,Purchase Intent,21.71,all
UKR,all,2018-04-02,AwesomeInsurance,Buzz,35.57,all
UKR,all,2018-04-02,CoolInsurance,Wom,24.6,all
UKR,all,2018-04-02,CoolInsurance,Recommendation,48.45,all
UKR,all,2018-04-02,AwesomeInsurance,Satisfaction,10.15,all
UKR,all,2018-04-02,CoolInsurance,Satisfaction,11.71,all
UKR,all,2018-04-02,AwesomeInsurance,Likability,32.59,all
UKR,all,2018-04-02,AwesomeInsurance,Quality,90.92,all
UKR,all,2018-04-02,CoolInsurance,Impression,11.25,all
